cohort_month,months_since_signup,retained_customers,cohort_size_at_month,retention_pct
2020-04,2,95,95,100.0
2020-04,3,95,95,100.0
2020-04,4,95,95,100.0
2020-04,5,95,95,100.0
2020-04,6,95,95,100.0
2020-04,7,95,95,100.0
2020-04,8,95,95,100.0
2020-04,9,95,95,100.0
2020-04,10,95,95,100.0
2020-04,11,95,95,100.0
2020-04,12,95,95,100.0
2020-04,13,95,95,100.0
2020-04,14,95,95,100.0
2020-04,15,95,95,100.0
2020-04,16,95,95,100.0
2020-04,17,95,95,100.0
2020-04,18,95,95,100.0
2020-04,19,95,95,100.0
2020-04,20,95,95,100.0
2020-04,21,95,95,100.0
2020-04,22,95,95,100.0
2020-04,23,95,95,100.0
2020-04,24,95,95,100.0
2020-05,0,100,100,100.0
2020-05,1,100,100,100.0
2020-05,2,100,100,100.0
2020-05,3,100,100,100.0
2020-05,4,100,100,100.0
2020-05,5,100,100,100.0
2020-05,6,100,100,100.0
2020-05,7,100,100,100.0
2020-05,8,100,100,100.0
2020-05,9,100,100,100.0
2020-05,10,100,100,100.0
2020-05,11,100,100,100.0
2020-05,12,100,100,100.0
2020-05,13,100,100,100.0
2020-05,14,100,100,100.0
2020-05,15,100,100,100.0
2020-05,16,100,100,100.0
2020-05,17,100,100,100.0
2020-05,18,100,100,100.0
2020-05,19,100,100,100.0
2020-05,20,100,100,100.0
2020-05,21,100,100,100.0
2020-05,22,100,100,100.0
2020-05,23,100,100,100.0
2020-05,24,100,100,100.0
2020-06,0,98,98,100.0
2020-06,1,98,98,100.0
2020-06,2,98,98,100.0
2020-06,3,98,98,100.0
2020-06,4,98,98,100.0
2020-06,5,98,98,100.0
2020-06,6,98,98,100.0
2020-06,7,98,98,100.0
2020-06,8,98,98,100.0
2020-06,9,98,98,100.0
2020-06,10,98,98,100.0
2020-06,11,98,98,100.0
2020-06,12,98,98,100.0
2020-06,13,98,98,100.0
2020-06,14,98,98,100.0
2020-06,15,98,98,100.0
2020-06,16,98,98,100.0
2020-06,17,98,98,100.0
2020-06,18,98,98,100.0
2020-06,19,98,98,100.0
2020-06,20,98,98,100.0
2020-06,21,98,98,100.0
2020-06,22,98,98,100.0
2020-06,23,98,98,100.0
2020-06,24,98,98,100.0
2020-07,0,89,89,100.0
2020-07,1,89,89,100.0
2020-07,2,89,89,100.0
2020-07,3,89,89,100.0
2020-07,4,89,89,100.0
2020-07,5,89,89,100.0
2020-07,6,89,89,100.0
2020-07,7,89,89,100.0
2020-07,8,89,89,100.0
2020-07,9,89,89,100.0
2020-07,10,89,89,100.0
2020-07,11,89,89,100.0
2020-07,12,89,89,100.0
2020-07,13,89,89,100.0
2020-07,14,89,89,100.0
2020-07,15,89,89,100.0
2020-07,16,89,89,100.0
2020-07,17,89,89,100.0
2020-07,18,89,89,100.0
2020-07,19,89,89,100.0
2020-07,20,89,89,100.0
2020-07,21,89,89,100.0
2020-07,22,89,89,100.0
2020-07,23,89,89,100.0
2020-07,24,89,89,100.0
2020-08,0,76,76,100.0
2020-08,1,76,76,100.0
2020-08,2,76,76,100.0
2020-08,3,76,76,100.0
2020-08,4,76,76,100.0
2020-08,5,76,76,100.0
2020-08,6,76,76,100.0
2020-08,7,76,76,100.0
2020-08,8,76,76,100.0
2020-08,9,76,76,100.0
2020-08,10,76,76,100.0
2020-08,11,76,76,100.0
2020-08,12,76,76,100.0
2020-08,13,76,76,100.0
2020-08,14,76,76,100.0
2020-08,15,76,76,100.0
2020-08,16,76,76,100.0
2020-08,17,76,76,100.0
2020-08,18,76,76,100.0
2020-08,19,76,76,100.0
2020-08,20,76,76,100.0
2020-08,21,76,76,100.0
2020-08,22,76,76,100.0
2020-08,23,76,76,100.0
2020-08,24,76,76,100.0
2020-09,0,80,80,100.0
2020-09,1,80,80,100.0
2020-09,2,80,80,100.0
2020-09,3,80,80,100.0
2020-09,4,80,80,100.0
2020-09,5,80,80,100.0
2020-09,6,80,80,100.0
2020-09,7,80,80,100.0
2020-09,8,80,80,100.0
2020-09,9,80,80,100.0
2020-09,10,80,80,100.0
2020-09,11,80,80,100.0
2020-09,12,80,80,100.0
2020-09,13,80,80,100.0
2020-09,14,80,80,100.0
2020-09,15,80,80,100.0
2020-09,16,80,80,100.0
2020-09,17,80,80,100.0
2020-09,18,80,80,100.0
2020-09,19,80,80,100.0
2020-09,20,80,80,100.0
2020-09,21,80,80,100.0
2020-09,22,80,80,100.0
2020-09,23,80,80,100.0
2020-09,24,80,80,100.0
2020-10,0,72,72,100.0
2020-10,1,72,72,100.0
2020-10,2,72,72,100.0
2020-10,3,72,72,100.0
2020-10,4,72,72,100.0
2020-10,5,72,72,100.0
2020-10,6,72,72,100.0
2020-10,7,72,72,100.0
2020-10,8,72,72,100.0
2020-10,9,72,72,100.0
2020-10,10,72,72,100.0
2020-10,11,72,72,100.0
2020-10,12,72,72,100.0
2020-10,13,72,72,100.0
2020-10,14,72,72,100.0
2020-10,15,72,72,100.0
2020-10,16,72,72,100.0
2020-10,17,72,72,100.0
2020-10,18,72,72,100.0
2020-10,19,72,72,100.0
2020-10,20,72,72,100.0
2020-10,21,72,72,100.0
2020-10,22,72,72,100.0
2020-10,23,72,72,100.0
2020-10,24,72,72,100.0
2020-11,0,70,70,100.0
2020-11,1,70,70,100.0
2020-11,2,70,70,100.0
2020-11,3,70,70,100.0
2020-11,4,70,70,100.0
2020-11,5,70,70,100.0
2020-11,6,70,70,100.0
2020-11,7,70,70,100.0
2020-11,8,70,70,100.0
2020-11,9,70,70,100.0
2020-11,10,70,70,100.0
2020-11,11,70,70,100.0
2020-11,12,70,70,100.0
2020-11,13,70,70,100.0
2020-11,14,70,70,100.0
2020-11,15,70,70,100.0
2020-11,16,70,70,100.0
2020-11,17,70,70,100.0
2020-11,18,70,70,100.0
2020-11,19,70,70,100.0
2020-11,20,70,70,100.0
2020-11,21,70,70,100.0
2020-11,22,70,70,100.0
2020-11,23,70,70,100.0
2020-11,24,70,70,100.0
2020-12,0,76,76,100.0
2020-12,1,76,76,100.0
2020-12,2,76,76,100.0
2020-12,3,76,76,100.0
2020-12,4,76,76,100.0
2020-12,5,76,76,100.0
2020-12,6,76,76,100.0
2020-12,7,76,76,100.0
2020-12,8,76,76,100.0
2020-12,9,76,76,100.0
2020-12,10,76,76,100.0
2020-12,11,76,76,100.0
2020-12,12,76,76,100.0
2020-12,13,76,76,100.0
2020-12,14,76,76,100.0
2020-12,15,76,76,100.0
2020-12,16,76,76,100.0
2020-12,17,76,76,100.0
2020-12,18,76,76,100.0
2020-12,19,76,76,100.0
2020-12,20,76,76,100.0
2020-12,21,76,76,100.0
2020-12,22,76,76,100.0
2020-12,23,76,76,100.0
2020-12,24,76,76,100.0
2021-01,0,76,76,100.0
2021-01,1,76,76,100.0
2021-01,2,76,76,100.0
2021-01,3,76,76,100.0
2021-01,4,76,76,100.0
2021-01,5,76,76,100.0
2021-01,6,76,76,100.0
2021-01,7,76,76,100.0
2021-01,8,76,76,100.0
2021-01,9,76,76,100.0
2021-01,10,76,76,100.0
2021-01,11,76,76,100.0
2021-01,12,76,76,100.0
2021-01,13,76,76,100.0
2021-01,14,76,76,100.0
2021-01,15,76,76,100.0
2021-01,16,76,76,100.0
2021-01,17,76,76,100.0
2021-01,18,76,76,100.0
2021-01,19,76,76,100.0
2021-01,20,76,76,100.0
2021-01,21,76,76,100.0
2021-01,22,76,76,100.0
2021-01,23,76,76,100.0
2021-01,24,76,76,100.0
2021-02,0,60,60,100.0
2021-02,1,60,60,100.0
2021-02,2,60,60,100.0
2021-02,3,60,60,100.0
2021-02,4,60,60,100.0
2021-02,5,60,60,100.0
2021-02,6,60,60,100.0
2021-02,7,60,60,100.0
2021-02,8,60,60,100.0
2021-02,9,60,60,100.0
2021-02,10,60,60,100.0
2021-02,11,60,60,100.0
2021-02,12,60,60,100.0
2021-02,13,60,60,100.0
2021-02,14,60,60,100.0
2021-02,15,60,60,100.0
2021-02,16,60,60,100.0
2021-02,17,60,60,100.0
2021-02,18,60,60,100.0
2021-02,19,60,60,100.0
2021-02,20,60,60,100.0
2021-02,21,60,60,100.0
2021-02,22,60,60,100.0
2021-02,23,60,60,100.0
2021-02,24,60,60,100.0
2021-03,0,67,67,100.0
2021-03,1,67,67,100.0
2021-03,2,67,67,100.0
2021-03,3,67,67,100.0
2021-03,4,67,67,100.0
2021-03,5,67,67,100.0
2021-03,6,67,67,100.0
2021-03,7,67,67,100.0
2021-03,8,67,67,100.0
2021-03,9,67,67,100.0
2021-03,10,67,67,100.0
2021-03,11,67,67,100.0
2021-03,12,67,67,100.0
2021-03,13,67,67,100.0
2021-03,14,67,67,100.0
2021-03,15,67,67,100.0
2021-03,16,67,67,100.0
2021-03,17,67,67,100.0
2021-03,18,67,67,100.0
2021-03,19,67,67,100.0
2021-03,20,67,67,100.0
2021-03,21,67,67,100.0
2021-03,22,67,67,100.0
2021-03,23,67,67,100.0
2021-03,24,67,67,100.0
2021-04,0,65,65,100.0
2021-04,1,65,65,100.0
2021-04,2,65,65,100.0
2021-04,3,65,65,100.0
2021-04,4,65,65,100.0
2021-04,5,65,65,100.0
2021-04,6,65,65,100.0
2021-04,7,65,65,100.0
2021-04,8,65,65,100.0
2021-04,9,65,65,100.0
2021-04,10,65,65,100.0
2021-04,11,65,65,100.0
2021-04,12,65,65,100.0
2021-04,13,65,65,100.0
2021-04,14,65,65,100.0
2021-04,15,65,65,100.0
2021-04,16,65,65,100.0
2021-04,17,65,65,100.0
2021-04,18,65,65,100.0
2021-04,19,65,65,100.0
2021-04,20,65,65,100.0
2021-04,21,65,65,100.0
2021-04,22,65,65,100.0
2021-04,23,65,65,100.0
2021-04,24,65,65,100.0
2021-05,0,80,80,100.0
2021-05,1,80,80,100.0
2021-05,2,80,80,100.0
2021-05,3,80,80,100.0
2021-05,4,80,80,100.0
2021-05,5,80,80,100.0
2021-05,6,80,80,100.0
2021-05,7,80,80,100.0
2021-05,8,80,80,100.0
2021-05,9,80,80,100.0
2021-05,10,80,80,100.0
2021-05,11,80,80,100.0
2021-05,12,80,80,100.0
2021-05,13,80,80,100.0
2021-05,14,80,80,100.0
2021-05,15,80,80,100.0
2021-05,16,80,80,100.0
2021-05,17,80,80,100.0
2021-05,18,80,80,100.0
2021-05,19,80,80,100.0
2021-05,20,80,80,100.0
2021-05,21,80,80,100.0
2021-05,22,80,80,100.0
2021-05,23,80,80,100.0
2021-05,24,80,80,100.0
2021-06,0,64,64,100.0
2021-06,1,64,64,100.0
2021-06,2,64,64,100.0
2021-06,3,64,64,100.0
2021-06,4,64,64,100.0
2021-06,5,64,64,100.0
2021-06,6,64,64,100.0
2021-06,7,64,64,100.0
2021-06,8,64,64,100.0
2021-06,9,64,64,100.0
2021-06,10,64,64,100.0
2021-06,11,64,64,100.0
2021-06,12,64,64,100.0
2021-06,13,64,64,100.0
2021-06,14,64,64,100.0
2021-06,15,64,64,100.0
2021-06,16,64,64,100.0
2021-06,17,64,64,100.0
2021-06,18,64,64,100.0
2021-06,19,64,64,100.0
2021-06,20,64,64,100.0
2021-06,21,64,64,100.0
2021-06,22,64,64,100.0
2021-06,23,64,64,100.0
2021-06,24,64,64,100.0
2021-07,0,68,68,100.0
2021-07,1,68,68,100.0
2021-07,2,68,68,100.0
2021-07,3,68,68,100.0
2021-07,4,68,68,100.0
2021-07,5,68,68,100.0
2021-07,6,68,68,100.0
2021-07,7,68,68,100.0
2021-07,8,68,68,100.0
2021-07,9,68,68,100.0
2021-07,10,68,68,100.0
2021-07,11,68,68,100.0
2021-07,12,68,68,100.0
2021-07,13,68,68,100.0
2021-07,14,68,68,100.0
2021-07,15,68,68,100.0
2021-07,16,68,68,100.0
2021-07,17,68,68,100.0
2021-07,18,68,68,100.0
2021-07,19,68,68,100.0
2021-07,20,68,68,100.0
2021-07,21,68,68,100.0
2021-07,22,68,68,100.0
2021-07,23,68,68,100.0
2021-07,24,68,68,100.0
2021-08,0,70,70,100.0
2021-08,1,70,70,100.0
2021-08,2,70,70,100.0
2021-08,3,70,70,100.0
2021-08,4,70,70,100.0
2021-08,5,70,70,100.0
2021-08,6,70,70,100.0
2021-08,7,70,70,100.0
2021-08,8,70,70,100.0
2021-08,9,70,70,100.0
2021-08,10,70,70,100.0
2021-08,11,70,70,100.0
2021-08,12,70,70,100.0
2021-08,13,70,70,100.0
2021-08,14,70,70,100.0
2021-08,15,70,70,100.0
2021-08,16,70,70,100.0
2021-08,17,70,70,100.0
2021-08,18,70,70,100.0
2021-08,19,70,70,100.0
2021-08,20,70,70,100.0
2021-08,21,70,70,100.0
2021-08,22,70,70,100.0
2021-08,23,70,70,100.0
2021-08,24,70,70,100.0
2021-09,0,80,80,100.0
2021-09,1,80,80,100.0
2021-09,2,80,80,100.0
2021-09,3,80,80,100.0
2021-09,4,80,80,100.0
2021-09,5,80,80,100.0
2021-09,6,80,80,100.0
2021-09,7,80,80,100.0
2021-09,8,80,80,100.0
2021-09,9,80,80,100.0
2021-09,10,80,80,100.0
2021-09,11,80,80,100.0
2021-09,12,80,80,100.0
2021-09,13,80,80,100.0
2021-09,14,80,80,100.0
2021-09,15,80,80,100.0
2021-09,16,80,80,100.0
2021-09,17,80,80,100.0
2021-09,18,80,80,100.0
2021-09,19,80,80,100.0
2021-09,20,80,80,100.0
2021-09,21,80,80,100.0
2021-09,22,80,80,100.0
2021-09,23,80,80,100.0
2021-09,24,80,80,100.0
2021-10,0,68,68,100.0
2021-10,1,68,68,100.0
2021-10,2,68,68,100.0
2021-10,3,68,68,100.0
2021-10,4,68,68,100.0
2021-10,5,68,68,100.0
2021-10,6,68,68,100.0
2021-10,7,68,68,100.0
2021-10,8,68,68,100.0
2021-10,9,68,68,100.0
2021-10,10,68,68,100.0
2021-10,11,68,68,100.0
2021-10,12,68,68,100.0
2021-10,13,68,68,100.0
2021-10,14,68,68,100.0
2021-10,15,68,68,100.0
2021-10,16,68,68,100.0
2021-10,17,68,68,100.0
2021-10,18,68,68,100.0
2021-10,19,68,68,100.0
2021-10,20,68,68,100.0
2021-10,21,68,68,100.0
2021-10,22,68,68,100.0
2021-10,23,68,68,100.0
2021-10,24,68,68,100.0
2021-11,0,68,68,100.0
2021-11,1,68,68,100.0
2021-11,2,68,68,100.0
2021-11,3,68,68,100.0
2021-11,4,68,68,100.0
2021-11,5,68,68,100.0
2021-11,6,68,68,100.0
2021-11,7,68,68,100.0
2021-11,8,68,68,100.0
2021-11,9,68,68,100.0
2021-11,10,68,68,100.0
2021-11,11,68,68,100.0
2021-11,12,68,68,100.0
2021-11,13,68,68,100.0
2021-11,14,68,68,100.0
2021-11,15,68,68,100.0
2021-11,16,68,68,100.0
2021-11,17,68,68,100.0
2021-11,18,68,68,100.0
2021-11,19,68,68,100.0
2021-11,20,68,68,100.0
2021-11,21,68,68,100.0
2021-11,22,68,68,100.0
2021-11,23,68,68,100.0
2021-11,24,68,68,100.0
2021-12,0,66,66,100.0
2021-12,1,66,66,100.0
2021-12,2,66,66,100.0
2021-12,3,66,66,100.0
2021-12,4,66,66,100.0
2021-12,5,66,66,100.0
2021-12,6,66,66,100.0
2021-12,7,66,66,100.0
2021-12,8,66,66,100.0
2021-12,9,66,66,100.0
2021-12,10,66,66,100.0
2021-12,11,66,66,100.0
2021-12,12,66,66,100.0
2021-12,13,66,66,100.0
2021-12,14,66,66,100.0
2021-12,15,66,66,100.0
2021-12,16,66,66,100.0
2021-12,17,66,66,100.0
2021-12,18,66,66,100.0
2021-12,19,66,66,100.0
2021-12,20,66,66,100.0
2021-12,21,66,66,100.0
2021-12,22,66,66,100.0
2021-12,23,66,66,100.0
2021-12,24,66,66,100.0
2022-01,0,64,64,100.0
2022-01,1,64,64,100.0
2022-01,2,64,64,100.0
2022-01,3,64,64,100.0
2022-01,4,64,64,100.0
2022-01,5,64,64,100.0
2022-01,6,64,64,100.0
2022-01,7,64,64,100.0
2022-01,8,64,64,100.0
2022-01,9,64,64,100.0
2022-01,10,64,64,100.0
2022-01,11,64,64,100.0
2022-01,12,64,64,100.0
2022-01,13,64,64,100.0
2022-01,14,64,64,100.0
2022-01,15,64,64,100.0
2022-01,16,64,64,100.0
2022-01,17,64,64,100.0
2022-01,18,64,64,100.0
2022-01,19,64,64,100.0
2022-01,20,64,64,100.0
2022-01,21,64,64,100.0
2022-01,22,64,64,100.0
2022-01,23,64,64,100.0
2022-01,24,64,64,100.0
2022-02,0,68,68,100.0
2022-02,1,68,68,100.0
2022-02,2,68,68,100.0
2022-02,3,68,68,100.0
2022-02,4,68,68,100.0
2022-02,5,68,68,100.0
2022-02,6,68,68,100.0
2022-02,7,68,68,100.0
2022-02,8,68,68,100.0
2022-02,9,68,68,100.0
2022-02,10,68,68,100.0
2022-02,11,68,68,100.0
2022-02,12,68,68,100.0
2022-02,13,68,68,100.0
2022-02,14,68,68,100.0
2022-02,15,68,68,100.0
2022-02,16,68,68,100.0
2022-02,17,68,68,100.0
2022-02,18,68,68,100.0
2022-02,19,68,68,100.0
2022-02,20,68,68,100.0
2022-02,21,68,68,100.0
2022-02,22,68,68,100.0
2022-02,23,68,68,100.0
2022-02,24,68,68,100.0
2022-03,0,74,74,100.0
2022-03,1,74,74,100.0
2022-03,2,74,74,100.0
2022-03,3,74,74,100.0
2022-03,4,74,74,100.0
2022-03,5,74,74,100.0
2022-03,6,74,74,100.0
2022-03,7,74,74,100.0
2022-03,8,74,74,100.0
2022-03,9,74,74,100.0
2022-03,10,74,74,100.0
2022-03,11,74,74,100.0
2022-03,12,74,74,100.0
2022-03,13,74,74,100.0
2022-03,14,74,74,100.0
2022-03,15,74,74,100.0
2022-03,16,74,74,100.0
2022-03,17,74,74,100.0
2022-03,18,74,74,100.0
2022-03,19,74,74,100.0
2022-03,20,74,74,100.0
2022-03,21,74,74,100.0
2022-03,22,74,74,100.0
2022-03,23,74,74,100.0
2022-03,24,74,74,100.0
2022-04,0,61,61,100.0
2022-04,1,61,61,100.0
2022-04,2,61,61,100.0
2022-04,3,61,61,100.0
2022-04,4,61,61,100.0
2022-04,5,61,61,100.0
2022-04,6,61,61,100.0
2022-04,7,61,61,100.0
2022-04,8,61,61,100.0
2022-04,9,61,61,100.0
2022-04,10,61,61,100.0
2022-04,11,61,61,100.0
2022-04,12,61,61,100.0
2022-04,13,61,61,100.0
2022-04,14,61,61,100.0
2022-04,15,61,61,100.0
2022-04,16,61,61,100.0
2022-04,17,61,61,100.0
2022-04,18,61,61,100.0
2022-04,19,61,61,100.0
2022-04,20,61,61,100.0
2022-04,21,61,61,100.0
2022-04,22,61,61,100.0
2022-04,23,61,61,100.0
2022-04,24,61,61,100.0
2022-05,0,51,51,100.0
2022-05,1,51,51,100.0
2022-05,2,51,51,100.0
2022-05,3,51,51,100.0
2022-05,4,51,51,100.0
2022-05,5,51,51,100.0
2022-05,6,51,51,100.0
2022-05,7,51,51,100.0
2022-05,8,51,51,100.0
2022-05,9,51,51,100.0
2022-05,10,51,51,100.0
2022-05,11,51,51,100.0
2022-05,12,51,51,100.0
2022-05,13,51,51,100.0
2022-05,14,51,51,100.0
2022-05,15,51,51,100.0
2022-05,16,51,51,100.0
2022-05,17,51,51,100.0
2022-05,18,51,51,100.0
2022-05,19,51,51,100.0
2022-05,20,51,51,100.0
2022-05,21,51,51,100.0
2022-05,22,51,51,100.0
2022-05,23,51,51,100.0
2022-05,24,51,51,100.0
2022-06,0,65,65,100.0
2022-06,1,65,65,100.0
2022-06,2,65,65,100.0
2022-06,3,65,65,100.0
2022-06,4,65,65,100.0
2022-06,5,65,65,100.0
2022-06,6,65,65,100.0
2022-06,7,65,65,100.0
2022-06,8,65,65,100.0
2022-06,9,65,65,100.0
2022-06,10,65,65,100.0
2022-06,11,65,65,100.0
2022-06,12,65,65,100.0
2022-06,13,65,65,100.0
2022-06,14,65,65,100.0
2022-06,15,65,65,100.0
2022-06,16,65,65,100.0
2022-06,17,65,65,100.0
2022-06,18,65,65,100.0
2022-06,19,65,65,100.0
2022-06,20,65,65,100.0
2022-06,21,65,65,100.0
2022-06,22,65,65,100.0
2022-06,23,65,65,100.0
2022-06,24,65,65,100.0
2022-07,0,65,65,100.0
2022-07,1,65,65,100.0
2022-07,2,65,65,100.0
2022-07,3,65,65,100.0
2022-07,4,65,65,100.0
2022-07,5,65,65,100.0
2022-07,6,65,65,100.0
2022-07,7,65,65,100.0
2022-07,8,65,65,100.0
2022-07,9,65,65,100.0
2022-07,10,65,65,100.0
2022-07,11,65,65,100.0
2022-07,12,65,65,100.0
2022-07,13,65,65,100.0
2022-07,14,65,65,100.0
2022-07,15,65,65,100.0
2022-07,16,65,65,100.0
2022-07,17,65,65,100.0
2022-07,18,65,65,100.0
2022-07,19,65,65,100.0
2022-07,20,65,65,100.0
2022-07,21,65,65,100.0
2022-07,22,65,65,100.0
2022-07,23,65,65,100.0
2022-07,24,65,65,100.0
2022-08,0,70,70,100.0
2022-08,1,70,70,100.0
2022-08,2,70,70,100.0
2022-08,3,70,70,100.0
2022-08,4,70,70,100.0
2022-08,5,70,70,100.0
2022-08,6,70,70,100.0
2022-08,7,70,70,100.0
2022-08,8,70,70,100.0
2022-08,9,70,70,100.0
2022-08,10,70,70,100.0
2022-08,11,70,70,100.0
2022-08,12,70,70,100.0
2022-08,13,70,70,100.0
2022-08,14,70,70,100.0
2022-08,15,70,70,100.0
2022-08,16,70,70,100.0
2022-08,17,70,70,100.0
2022-08,18,70,70,100.0
2022-08,19,70,70,100.0
2022-08,20,70,70,100.0
2022-08,21,70,70,100.0
2022-08,22,70,70,100.0
2022-08,23,70,70,100.0
2022-08,24,70,70,100.0
2022-09,0,64,64,100.0
2022-09,1,64,64,100.0
2022-09,2,64,64,100.0
2022-09,3,64,64,100.0
2022-09,4,64,64,100.0
2022-09,5,64,64,100.0
2022-09,6,64,64,100.0
2022-09,7,64,64,100.0
2022-09,8,64,64,100.0
2022-09,9,64,64,100.0
2022-09,10,64,64,100.0
2022-09,11,64,64,100.0
2022-09,12,64,64,100.0
2022-09,13,64,64,100.0
2022-09,14,64,64,100.0
2022-09,15,64,64,100.0
2022-09,16,64,64,100.0
2022-09,17,64,64,100.0
2022-09,18,64,64,100.0
2022-09,19,64,64,100.0
2022-09,20,64,64,100.0
2022-09,21,64,64,100.0
2022-09,22,64,64,100.0
2022-09,23,64,64,100.0
2022-09,24,64,64,100.0
2022-10,0,56,56,100.0
2022-10,1,56,56,100.0
2022-10,2,56,56,100.0
2022-10,3,56,56,100.0
2022-10,4,56,56,100.0
2022-10,5,56,56,100.0
2022-10,6,56,56,100.0
2022-10,7,56,56,100.0
2022-10,8,56,56,100.0
2022-10,9,56,56,100.0
2022-10,10,56,56,100.0
2022-10,11,56,56,100.0
2022-10,12,56,56,100.0
2022-10,13,56,56,100.0
2022-10,14,56,56,100.0
2022-10,15,56,56,100.0
2022-10,16,56,56,100.0
2022-10,17,56,56,100.0
2022-10,18,56,56,100.0
2022-10,19,56,56,100.0
2022-10,20,56,56,100.0
2022-10,21,56,56,100.0
2022-10,22,56,56,100.0
2022-10,23,56,56,100.0
2022-10,24,56,56,100.0
2022-11,0,59,59,100.0
2022-11,1,59,59,100.0
2022-11,2,59,59,100.0
2022-11,3,59,59,100.0
2022-11,4,59,59,100.0
2022-11,5,59,59,100.0
2022-11,6,59,59,100.0
2022-11,7,59,59,100.0
2022-11,8,59,59,100.0
2022-11,9,59,59,100.0
2022-11,10,59,59,100.0
2022-11,11,59,59,100.0
2022-11,12,59,59,100.0
2022-11,13,59,59,100.0
2022-11,14,59,59,100.0
2022-11,15,59,59,100.0
2022-11,16,59,59,100.0
2022-11,17,59,59,100.0
2022-11,18,59,59,100.0
2022-11,19,59,59,100.0
2022-11,20,59,59,100.0
2022-11,21,59,59,100.0
2022-11,22,59,59,100.0
2022-11,23,59,59,100.0
2022-11,24,59,59,100.0
2022-12,0,65,65,100.0
2022-12,1,65,65,100.0
2022-12,2,65,65,100.0
2022-12,3,65,65,100.0
2022-12,4,65,65,100.0
2022-12,5,65,65,100.0
2022-12,6,65,65,100.0
2022-12,7,65,65,100.0
2022-12,8,65,65,100.0
2022-12,9,65,65,100.0
2022-12,10,65,65,100.0
2022-12,11,65,65,100.0
2022-12,12,65,65,100.0
2022-12,13,65,65,100.0
2022-12,14,65,65,100.0
2022-12,15,65,65,100.0
2022-12,16,65,65,100.0
2022-12,17,65,65,100.0
2022-12,18,65,65,100.0
2022-12,19,65,65,100.0
2022-12,20,65,65,100.0
2022-12,21,65,65,100.0
2022-12,22,65,65,100.0
2022-12,23,65,65,100.0
2022-12,24,65,65,100.0
2023-01,0,50,50,100.0
2023-01,1,50,50,100.0
2023-01,2,50,50,100.0
2023-01,3,50,50,100.0
2023-01,4,50,50,100.0
2023-01,5,50,50,100.0
2023-01,6,50,50,100.0
2023-01,7,50,50,100.0
2023-01,8,50,50,100.0
2023-01,9,50,50,100.0
2023-01,10,50,50,100.0
2023-01,11,50,50,100.0
2023-01,12,50,50,100.0
2023-01,13,50,50,100.0
2023-01,14,50,50,100.0
2023-01,15,50,50,100.0
2023-01,16,50,50,100.0
2023-01,17,50,50,100.0
2023-01,18,50,50,100.0
2023-01,19,50,50,100.0
2023-01,20,50,50,100.0
2023-01,21,50,50,100.0
2023-01,22,50,50,100.0
2023-01,23,50,50,100.0
2023-01,24,50,50,100.0
2023-02,0,88,88,100.0
2023-02,1,88,88,100.0
2023-02,2,88,88,100.0
